text,domain,intent
someone stole my discover card,credit_cards,report_lost_card
"i lost my card, what do i do",credit_cards,report_lost_card
"i would like to report my card as stolen, please",credit_cards,report_lost_card
i need to report credit card theft,credit_cards,report_lost_card
i think my card is stolen and needs to be reported,credit_cards,report_lost_card
what do i do if i lost my card,credit_cards,report_lost_card
report my lost visa card,credit_cards,report_lost_card
what should i do when my visa card is stolen,credit_cards,report_lost_card
"what, if any, are the charges for using my card in mexico",credit_cards,international_fees
do i get charged more for using my card in canada,credit_cards,international_fees
what are the international transaction fees for my chase card,credit_cards,international_fees
how much is the charge of using my card in italy during my stay there,credit_cards,international_fees
is there a surcharge for using my card in mexico,credit_cards,international_fees
will i be charged for using my card in japan,credit_cards,international_fees
if i use my card in mexico do i get an extra fee,credit_cards,international_fees
are there any transaction fees associated with my amex card if i am in belgium,credit_cards,international_fees
does american express charge transaction fees for iceland,credit_cards,international_fees
are there many international transactions fees for the freedom card,credit_cards,international_fees
will i be charged if i use my card in canada,credit_cards,international_fees
are there any transaction fees associated with my navy federal card if i am in germany,credit_cards,international_fees
will my discover card ding me with transaction fees if i'm in aruba,credit_cards,international_fees
are there any transaction fees associated with my usaa card if i am in india,credit_cards,international_fees
will i receive a fee if i use my card in ireland,credit_cards,international_fees
what are the fees to use my card in nigeria,credit_cards,international_fees
"i would like to know if there are any fees for using my capital one card in london, england",credit_cards,international_fees
for my card is there a extra card while i'm staying in italy,credit_cards,international_fees
how much are the international transaction fees for my chase card,credit_cards,international_fees
are there extra fees for using my card in mexico,credit_cards,international_fees
are there transaction fees for my visa if i'm in russia,credit_cards,international_fees
does my bank of america card have international transaction fees,credit_cards,international_fees
are there fees for using my card in tampa,credit_cards,international_fees
does visa charge transaction fees in the uk,credit_cards,international_fees
are there any transaction fees associated with my chase card if i am in tokyo,credit_cards,international_fees
are there any fees for using my amex in england,credit_cards,international_fees
will i be charged if i use the card in australia,credit_cards,international_fees
will i be charged if i use my card in france,credit_cards,international_fees
will i be charged if i use the card in france,credit_cards,international_fees
i want to know if there is any transaction fee using washington federal card when i am in canada,credit_cards,international_fees
do you charge me if i use my card in japan,credit_cards,international_fees
are there any transaction fees associated with my amex card if i am in france,credit_cards,international_fees
what are the foreign transaction fees for cuba,credit_cards,international_fees
will i be charged if i use the card in germany,credit_cards,international_fees
are there international transaction fees for using my chase card,credit_cards,international_fees
is there any transaction fees on my citibank card if used in spain,credit_cards,international_fees
will i pay extra if i use my card in juarez,credit_cards,international_fees
are there any transaction fees associated with my navy federal card if i am in japan,credit_cards,international_fees
is there a charge to use my card in japan,credit_cards,international_fees
how much are the foreign transaction fees in brisbane,credit_cards,international_fees
will i be charged if i use my card in mexico,credit_cards,international_fees
will i get a fee for international transactions with my visa card,credit_cards,international_fees
